  0.04000000,  3.99220000
  0.14670000,  3.97660000
  0.25330000,  3.92970000
  0.36000000,  3.90620000
  0.50670000,  3.88280000
  0.64000000,  3.83590000
  0.84000000,  3.81250000
  1.01330000,  3.79690000
  1.26670000,  3.76560000
  1.61330000,  3.73440000
  1.88000000,  3.69530000
  2.06670000,  3.69530000
  2.30670000,  3.67190000
  2.46670000,  3.67970000
  2.65330000,  3.64060000
  2.94670000,  3.62500000
  3.22670000,  3.63280000
  3.46670000,  3.61720000
  3.62670000,  3.58590000
  3.84000000,  3.56250000
  4.13330000,  3.53910000
  4.42670000,  3.52340000
  4.78670000,  3.48440000
  5.09330000,  3.49220000
  5.46670000,  3.48440000
  5.93330000,  3.45310000
  6.28000000,  3.41410000
  6.57330000,  3.35940000
  6.70670000,  3.34380000
  6.84000000,  3.30470000
  6.97330000,  3.25000000
  7.05330000,  3.20310000
  7.14670000,  3.11720000
  7.17330000,  3.00000000
